,university,major,course,ชื่อหลักสูตร,ชื่อหลักสูตรภาษาอังกฤษ,ประเภทหลักสูตร,วิทยาเขต,ค่าใช้จ่าย,อัตราการสำเร็จการศึกษา,รอบ 1 Portfolio,รอบ 2 Quota,รอบ 3 Admission,รอบ 4 Direct Admission
283,มหาวิทยาลัยราชภัฏบ้านสมเด็จเจ้าพระยา,9. การออกแบบ,1. หลักสูตรวิทยาศาสตรบัณฑิต สาขาวิชาออกแบบและพัฒนาผลิตภัณฑ์ (ภาษาไทย ปกติ),หลักสูตรวิทยาศาสตรบัณฑิต สาขาวิชาออกแบบและพัฒนาผลิตภัณฑ์,Bachelor of Science Program in Product Design and Development,ภาษาไทย ปกติ,วิทยาเขตหลัก,"ค่าธรรมเนียมการศึกษา ภาคเรียนแรกเข้า 15,000 บาท ค่าธรรมเนียมการศึกษาภาคเรียนถัดไป 11,100 ต่อภาคเรียน ประมาณการค่าธรรมเนียมศึกษาตลอดหลักสูตร 92,700 บาท",อัตราการจบการศึกษา ร้อยละ 25.00 ที่สำเร็จการศึกษา ปีการศึกษา 2564 ของนักศึกษาที่รับเข้า ปีการศึกษา 2561,10,30,30,46
284,มหาวิทยาลัยปทุมธานี,1. วิศวกรรมเครื่องกล,1. วิศวกรรมศาสตรบัณฑิต สาขาวิชาภาษาไทย (ภาษาไทย ปกติ),วิศวกรรมศาสตรบัณฑิต,Bachelor of Engineering,ภาษาไทย ปกติ,วิทยาเขตหลัก,"อัตราค่าเล่าเรียน 46,000 ต่อภาคเรียน หรือ 368,000 บาท ตลอดหลักสูตร",,0,0,10,0
285,มหาวิทยาลัยปทุมธานี,2. วิศวกรรมไฟฟ้า,1. วิศวกรรมศาสตรบัณฑิต สาขาวิชาภาษาไทย (ภาษาไทย ปกติ),วิศวกรรมศาสตรบัณฑิต,Bachelor of Engineering,ภาษาไทย ปกติ,วิทยาเขตหลัก,"อัตราค่าเล่าเรียน 46,000 ต่อภาคเรียน หรือ 368,000 บาท ตลอดหลักสูตร",,0,0,10,0
286,มหาวิทยาลัยปทุมธานี,3. วิศวกรรมโยธา,1. วิศวกรรมศาสตรบัณฑิต สาขาวิชาภาษาไทย (ภาษาไทย ปกติ),วิศวกรรมศาสตรบัณฑิต,Bachelor of Engineering,ภาษาไทย ปกติ,วิทยาเขตหลัก,"อัตราค่าเล่าเรียน 46,000 ต่อภาคเรียน หรือ 368,000 บาท ตลอดหลักสูตร",,0,0,10,0
287,มหาวิทยาลัยปทุมธานี,3. วิศวกรรมโยธา,2. วิศวกรรมศาสตรบัณฑิต สาขาวิชาภาษาไทย (ต่อเนื่อง ปกติ),วิศวกรรมศาสตรบัณฑิต,Bachelor of Engineering,ต่อเนื่อง ปกติ,วิทยาเขตหลัก,"อัตราค่าเล่าเรียน 47,500 ต่อภาคเรียน หรือ 285,000 บาท ตลอดหลักสูตร",,0,0,10,0
288,มหาวิทยาลัยศรีปทุม,1. วิศวกรรมเครื่องกล,1. วศ.บ. สาขาวิชาวิศวกรรมเครื่องกล (ภาษาไทย ปกติ),วศ.บ. สาขาวิชาวิศวกรรมเครื่องกล,B.Eng. Mechanical Engineering,ภาษาไทย ปกติ,วิทยาเขตหลัก,,,10,10,10,10
289,มหาวิทยาลัยศรีปทุม,1. วิศวกรรมเครื่องกล,2. วศ.บ. สาขาวิชาวิศวกรรมเครื่องกล(เทคโนโลยีอาคาร) (ภาษาไทย ปกติ),วศ.บ. สาขาวิชาวิศวกรรมเครื่องกล(เทคโนโลยีอาคาร),B.Eng. Mechanical Engineering (Building technology),ภาษาไทย ปกติ,วิทยาเขตหลัก,,,10,10,10,10
290,มหาวิทยาลัยศรีปทุม,1. วิศวกรรมเครื่องกล,3. วศ.บ. สาขาวิชาวิศวกรรมเครื่องกล(เทคโนโลยียานยนต์สมัยใหม่) (ภาษาไทย ปกติ),วศ.บ. สาขาวิชาวิศวกรรมเครื่องกล(เทคโนโลยียานยนต์สมัยใหม่),B.Eng. Mechanical Engineering (Next Generation Automotive Technologies),ภาษาไทย ปกติ,วิทยาเขตหลัก,,,10,10,10,10
291,มหาวิทยาลัยศรีปทุม,2. วิศวกรรมไฟฟ้า,1. วศ.บ. สาขาวิชาวิศวกรรมไฟฟ้า (ภาษาไทย ปกติ),วศ.บ. สาขาวิชาวิศวกรรมไฟฟ้า,B.Eng. Electrical Engineering,ภาษาไทย ปกติ,วิทยาเขตหลัก,,,25,25,25,25
292,มหาวิทยาลัยศรีปทุม,2. วิศวกรรมไฟฟ้า,2. วศ.บ. สาขาวิชาวิศวกรรมไฟฟ้า  (ระบบควบคุมอัตโนมัติและหุ่นยนต์) (ภาษาไทย ปกติ),วศ.บ. สาขาวิชาวิศวกรรมไฟฟ้า (ระบบควบคุมอัตโนมัติและหุ่นยนต์),B.Eng. Electrical Engineering (Automated control systems and robots),ภาษาไทย ปกติ,วิทยาเขตหลัก,,,25,25,25,25
