Unnamed: 0,university,major,course,ชื่อหลักสูตร,ชื่อหลักสูตรภาษาอังกฤษ,ประเภทหลักสูตร,วิทยาเขต,ค่าใช้จ่าย,อัตราการสำเร็จการศึกษา,รอบ 1 Portfolio,รอบ 2 Quota,รอบ 3 Admission,รอบ 4 Direct Admission
235,มหาวิทยาลัยสงขลานครินทร์,วิศวกรรมเมคคาทรอนิกส์,วศ.บ. วิศวกรรมเมคาทรอนิกส์ (ภาษาไทย ปกติ) วิทยาเขต หาดใหญ่,วศ.บ. วิศวกรรมเมคาทรอนิกส์,Bachelor of Engineering Program in Mechatronics Engineering,ภาษาไทย ปกติ,หาดใหญ่,18000.0,0,15,15,5,0
236,มหาวิทยาลัยสงขลานครินทร์,วิศวกรรมสิ่งแวดล้อม,วศ.บ. วิศวกรรมสิ่งแวดล้อม (ภาษาไทย ปกติ) วิทยาเขต หาดใหญ่,วศ.บ. วิศวกรรมสิ่งแวดล้อม,Bachelor of Engineering Program in Environmental Engineering,ภาษาไทย ปกติ,หาดใหญ่,18000.0,0,10,20,0,0
237,มหาวิทยาลัยสงขลานครินทร์,วิศวกรรมเหมืองแร่,วศ.บ. วิศวกรรมเหมืองแร่และวัสดุ (ภาษาไทย ปกติ) วิทยาเขต หาดใหญ่,วศ.บ. วิศวกรรมเหมืองแร่และวัสดุ,Bachelor of Engineering Program in Mining and Materials Engineering,ภาษาไทย ปกติ,หาดใหญ่,18000.0,0,40,20,15,0
238,มหาวิทยาลัยสงขลานครินทร์,วิศวกรรมอุตสาหการ,วศ.บ. วิศวกรรมอุตสาหการ (ภาษาไทย ปกติ) วิทยาเขต หาดใหญ่,วศ.บ. วิศวกรรมอุตสาหการ,Bachelor of Engineering Program in Industrial Engineering,ภาษาไทย ปกติ,หาดใหญ่,18000.0,0,30,30,20,0
239,มหาวิทยาลัยสงขลานครินทร์,วิศวกรรมเชิงนวัตกรรม,วศ.บ. วิศวกรรมและการจัดการนวัตกรรม (หลักสูตรนานาชาติ) (นานาชาติ) วิทยาเขต หาดใหญ่,วศ.บ. วิศวกรรมและการจัดการนวัตกรรม (หลักสูตรนานาชาติ),Bachelor of Engineering Program in Innovation Engineering and Management (International Program),นานาชาติ,หาดใหญ่,59000.0,0,250,60,10,20
240,มหาวิทยาลัยอุบลราชธานี,วิศวกรรมทั่วไป,"วิศวกรรมศาสตรบัณฑิต [สาขาวิชาวิศวกรรมเครื่องกล, สาขาวิชาวิศวกรรมอุตสาหการ,
สาขาวิชาวิศวกรรมโยธา, สาขาวิชาวิศวกรรมไฟฟ้า, สาขาวิชาวิศวกรรมเคมีและสาขาวิชาวิศวกรรมสิ่งแวดล้อม (เลือกสาขาวิชาเมื่อขึ้นชั้นปีที่ 2)] (ภาษาไทย ปกติ) วิทยาเขต วิทยาเขตหลัก","วิศวกรรมศาสตรบัณฑิต [สาขาวิชาวิศวกรรมเครื่องกล, สาขาวิชาวิศวกรรมอุตสาหการ, สาขาวิชาวิศวกรรมโยธา, สาขาวิชาวิศวกรรมไฟฟ้า, สาขาวิชาวิศวกรรมเคมีและสาขาวิชาวิศวกรรมสิ่งแวดล้อม (เลือกสาขาวิชาเมื่อขึ้นชั้นปีที่ 2)]",Bachelor of Engineering Program,ภาษาไทย ปกติ,วิทยาเขตหลัก,15000.0,0,450,400,150,0
241,มหาวิทยาลัยอุบลราชธานี,วิศวกรรมเมคคาทรอนิกส์,วิศวกรรมศาสตรบัณฑิต สาขาวิชาวิศวกรรมเมคคาทรอนิกส์และระบบอัตโนมัติ (ภาษาไทย ปกติ) วิทยาเขต วิทยาเขตหลัก,วิศวกรรมศาสตรบัณฑิต สาขาวิชาวิศวกรรมเมคคาทรอนิกส์และระบบอัตโนมัติ,Bachelor of Engineering Program,ภาษาไทย ปกติ,วิทยาเขตหลัก,25000.0,0,0,100,30,40
242,สถาบันเทคโนโลยีพระจอมเกล้าเจ้าคุณทหารลาดกระบัง,วิศวกรรมการเงิน,วศ.บ. วิศวกรรมการเงิน (หลักสูตรนานาชาติ) (Double Degree - นานาชาติ พิเศษ) วิทยาเขต ลาดกระบัง,วศ.บ. วิศวกรรมการเงิน (หลักสูตรนานาชาติ),B.Eng. Financial Engineering (International Program),Double Degree - นานาชาติ พิเศษ,ลาดกระบัง,120000.0,85.0%,105,10,5,0
243,สถาบันเทคโนโลยีพระจอมเกล้าเจ้าคุณทหารลาดกระบัง,วิศวกรรมการผลิต,วศ.บ. วิศวกรรมการผลิตเชิงบูรณาการ (ภาษาไทย ปกติ) วิทยาเขต ลาดกระบัง,วศ.บ. วิศวกรรมการผลิตเชิงบูรณาการ,B.Eng. Integrated Production Engineering,ภาษาไทย ปกติ,ลาดกระบัง,37000.0,0,55,3,0,3
244,สถาบันเทคโนโลยีพระจอมเกล้าเจ้าคุณทหารลาดกระบัง,วิศวกรรมเกษตร,วศ.บ. วิศวกรรมเกษตรอัจฉริยะ (ภาษาไทย ปกติ) วิทยาเขต ลาดกระบัง,วศ.บ. วิศวกรรมเกษตรอัจฉริยะ,B.Eng. Agri-Intelligence Engineering,ภาษาไทย ปกติ,ลาดกระบัง,25000.0,0,65,20,10,0
245,สถาบันเทคโนโลยีพระจอมเกล้าเจ้าคุณทหารลาดกระบัง,วิศวกรรมคอมพิวเตอร์,วศ.บ. วิศวกรรมคอมพิวเตอร์ (ภาษาไทย ปกติ) วิทยาเขต ลาดกระบัง,วศ.บ. วิศวกรรมคอมพิวเตอร์,B.Eng. Computer Engineering,ภาษาไทย ปกติ,ลาดกระบัง,25000.0,87.78%,85,40,20,0
246,สถาบันเทคโนโลยีพระจอมเกล้าเจ้าคุณทหารลาดกระบัง,วิศวกรรมคอมพิวเตอร์,วศ.บ. วิศวกรรมคอมพิวเตอร์ (หลักสูตรนานาชาติ) (นานาชาติ) วิทยาเขต ลาดกระบัง,วศ.บ. วิศวกรรมคอมพิวเตอร์ (หลักสูตรนานาชาติ),B.Eng. Computer Engineering (International Program),นานาชาติ,ลาดกระบัง,90000.0,0,85,10,5,10
247,สถาบันเทคโนโลยีพระจอมเกล้าเจ้าคุณทหารลาดกระบัง,วิศวกรรมเคมี,วศ.บ. วิศวกรรมเคมี (ภาษาไทย ปกติ) วิทยาเขต ลาดกระบัง,วศ.บ. วิศวกรรมเคมี,B.Eng. Chemical Engineering,ภาษาไทย ปกติ,ลาดกระบัง,25000.0,83.01%,95,20,10,0
248,สถาบันเทคโนโลยีพระจอมเกล้าเจ้าคุณทหารลาดกระบัง,วิศวกรรมเคมี,วศ.บ. วิศวกรรมเคมี (หลักสูตรนานาชาติ) (นานาชาติ) วิทยาเขต ลาดกระบัง,วศ.บ. วิศวกรรมเคมี (หลักสูตรนานาชาติ),B.Eng. Chemical Engineering (International Program),นานาชาติ,ลาดกระบัง,90000.0,84.61%,80,8,0,30
249,สถาบันเทคโนโลยีพระจอมเกล้าเจ้าคุณทหารลาดกระบัง,วิศวกรรมเครื่องกล,วศ.บ. วิศวกรรมเครื่องกล (ภาษาไทย ปกติ) วิทยาเขต ลาดกระบัง,วศ.บ. วิศวกรรมเครื่องกล,B.Eng. Mechanical Engineering,ภาษาไทย ปกติ,ลาดกระบัง,25000.0,78.57%,75,15,5,0
250,สถาบันเทคโนโลยีพระจอมเกล้าเจ้าคุณทหารลาดกระบัง,วิศวกรรมเครื่องกล,วศ.บ. วิศวกรรมขนส่งทางราง (ภาษาไทย ปกติ) วิทยาเขต ลาดกระบัง,วศ.บ. วิศวกรรมขนส่งทางราง,B.Eng. Rail Transportation Engineering,ภาษาไทย ปกติ,ลาดกระบัง,25000.0,90.48%,70,10,5,0
251,สถาบันเทคโนโลยีพระจอมเกล้าเจ้าคุณทหารลาดกระบัง,วิศวกรรมเครื่องกล,วศ.บ. วิศวกรรมเครื่องกล (หลักสูตรนานาชาติ) (นานาชาติ) วิทยาเขต ลาดกระบัง,วศ.บ. วิศวกรรมเครื่องกล (หลักสูตรนานาชาติ),B.Eng. Mechanical Engineering (International Program),นานาชาติ,ลาดกระบัง,90000.0,90.9%,85,10,0,0
252,สถาบันเทคโนโลยีพระจอมเกล้าเจ้าคุณทหารลาดกระบัง,วิศวกรรมชีวการแพทย์,วศ.บ. วิศวกรรมชีวการแพทย์ (หลักสูตรนานาชาติ) (นานาชาติ) วิทยาเขต ลาดกระบัง,วศ.บ. วิศวกรรมชีวการแพทย์ (หลักสูตรนานาชาติ),B.Eng. Biomedical Engineering (International Program),นานาชาติ,ลาดกระบัง,90000.0,73.33%,95,10,5,10
253,สถาบันเทคโนโลยีพระจอมเกล้าเจ้าคุณทหารลาดกระบัง,วิศวกรรมซอฟต์แวร์,วศ.บ. วิศวกรรมซอฟต์แวร์ (หลักสูตรนานาชาติ) (นานาชาติ) วิทยาเขต ลาดกระบัง,วศ.บ. วิศวกรรมซอฟต์แวร์ (หลักสูตรนานาชาติ),B.Eng. Software Engineering (International Program),นานาชาติ,ลาดกระบัง,90000.0,66.66%,105,15,0,15
254,สถาบันเทคโนโลยีพระจอมเกล้าเจ้าคุณทหารลาดกระบัง,วิศวกรรมพลังงาน,วศ.บ. วิศวกรรมพลังงาน (หลักสูตรนานาชาติ) (นานาชาติ) วิทยาเขต ลาดกระบัง,วศ.บ. วิศวกรรมพลังงาน (หลักสูตรนานาชาติ),B.Eng. Energy Engineering (International Program),นานาชาติ,ลาดกระบัง,90000.0,0,75,6,0,30
255,สถาบันเทคโนโลยีพระจอมเกล้าเจ้าคุณทหารลาดกระบัง,วิศวกรรมไฟฟ้า,วศ.บ. วิศวกรรมไฟฟ้า (ภาษาไทย ปกติ) วิทยาเขต ลาดกระบัง,วศ.บ. วิศวกรรมไฟฟ้า,B.Eng. Electrical Engineering,ภาษาไทย ปกติ,ลาดกระบัง,25000.0,95.65%,135,42,20,0
256,สถาบันเทคโนโลยีพระจอมเกล้าเจ้าคุณทหารลาดกระบัง,วิศวกรรมไฟฟ้า,วศ.บ. วิศวกรรมไฟฟ้า (หลักสูตรนานาชาติ) แขนงไฟฟ้ากำลัง (นานาชาติ) วิทยาเขต ลาดกระบัง,วศ.บ. วิศวกรรมไฟฟ้า (หลักสูตรนานาชาติ) แขนงไฟฟ้ากำลัง,B.Eng. Electrical Engineering - Electrical Power major (International Program),นานาชาติ,ลาดกระบัง,90000.0,0,75,7,0,15
257,สถาบันเทคโนโลยีพระจอมเกล้าเจ้าคุณทหารลาดกระบัง,วิศวกรรมไฟฟ้า,วศ.บ. วิศวกรรมไฟฟ้า (หลักสูตรนานาชาติ) แขนงแมคคาทรอนิกส์ (นานาชาติ) วิทยาเขต ลาดกระบัง,วศ.บ. วิศวกรรมไฟฟ้า (หลักสูตรนานาชาติ) แขนงแมคคาทรอนิกส์,B.Eng. Electrical Engineering - Mechatronics major (International Program),นานาชาติ,ลาดกระบัง,90000.0,0,75,6,0,0
258,สถาบันเทคโนโลยีพระจอมเกล้าเจ้าคุณทหารลาดกระบัง,วิศวกรรมไฟฟ้าสื่อสาร วิศวกรรมโทรคมนาคม,วศ.บ. วิศวกรรมไฟฟ้าสื่อสารและเครือข่าย (ภาษาไทย ปกติ) วิทยาเขต ลาดกระบัง,วศ.บ. วิศวกรรมไฟฟ้าสื่อสารและเครือข่าย,B.Eng. Communications and Network Engineering,ภาษาไทย ปกติ,ลาดกระบัง,25000.0,0,95,20,10,0
259,สถาบันเทคโนโลยีพระจอมเกล้าเจ้าคุณทหารลาดกระบัง,วิศวกรรมเมคคาทรอนิกส์,วศ.บ. วิศวกรรมเมคคาทรอนิกส์และออโตเมชัน (ภาษาไทย ปกติ) วิทยาเขต ลาดกระบัง,วศ.บ. วิศวกรรมเมคคาทรอนิกส์และออโตเมชัน,B.Eng. Mechatronics and Automation Engineering,ภาษาไทย ปกติ,ลาดกระบัง,25000.0,0,120,30,15,0
260,สถาบันเทคโนโลยีพระจอมเกล้าเจ้าคุณทหารลาดกระบัง,วิศวกรรมโยธา,วศ.บ. วิศวกรรมโยธา (ภาษาไทย ปกติ) วิทยาเขต ลาดกระบัง,วศ.บ. วิศวกรรมโยธา,B.Eng. Civil Engineering,ภาษาไทย ปกติ,ลาดกระบัง,25000.0,94.33%,105,25,15,0
261,สถาบันเทคโนโลยีพระจอมเกล้าเจ้าคุณทหารลาดกระบัง,วิศวกรรมโยธา,วศ.บ. วิศวกรรมโยธา (หลักสูตรนานาชาติ) (นานาชาติ) วิทยาเขต ลาดกระบัง,วศ.บ. วิศวกรรมโยธา (หลักสูตรนานาชาติ),B.Eng. Civil Engineering (International Program),นานาชาติ,ลาดกระบัง,90000.0,93.33%,85,8,5,10
262,สถาบันเทคโนโลยีพระจอมเกล้าเจ้าคุณทหารลาดกระบัง,วิศวกรรมสารสนเทศ,วศ.บ. วิศวกรรมระบบไอโอทีและสารสนเทศ (ภาษาไทย ปกติ) วิทยาเขต ลาดกระบัง,วศ.บ. วิศวกรรมระบบไอโอทีและสารสนเทศ,B.Eng. IoT system and Information Engineering,ภาษาไทย ปกติ,ลาดกระบัง,25000.0,0,75,15,5,3
263,สถาบันเทคโนโลยีพระจอมเกล้าเจ้าคุณทหารลาดกระบัง,วิศวกรรมสารสนเทศ,วศ.บ. วิศวกรรมอวกาศและภูมิสารสนเทศ (ภาษาไทย ปกติ) วิทยาเขต ลาดกระบัง,วศ.บ. วิศวกรรมอวกาศและภูมิสารสนเทศ,B.Eng. Space and Geospatial Engineering,ภาษาไทย ปกติ,ลาดกระบัง,25000.0,0,20,15,5,0
264,สถาบันเทคโนโลยีพระจอมเกล้าเจ้าคุณทหารลาดกระบัง,วิศวกรรมหุ่นยนต์,วศ.บ. วิศวกรรมหุ่นยนต์และปัญญาประดิษฐ์ (หลักสูตรนานาชาติ) (นานาชาติ) วิทยาเขต ลาดกระบัง,วศ.บ. วิศวกรรมหุ่นยนต์และปัญญาประดิษฐ์ (หลักสูตรนานาชาติ),B.Eng. Robotics and AI Engineering (International Program),นานาชาติ,ลาดกระบัง,90000.0,97.72%,105,10,5,10
265,สถาบันเทคโนโลยีพระจอมเกล้าเจ้าคุณทหารลาดกระบัง,วิศวกรรมอาหาร,วศ.บ. วิศวกรรมอาหาร (ภาษาไทย ปกติ) วิทยาเขต ลาดกระบัง,วศ.บ. วิศวกรรมอาหาร,B.Eng. Food Engineering,ภาษาไทย ปกติ,ลาดกระบัง,25000.0,86.88%,65,20,10,0
266,สถาบันเทคโนโลยีพระจอมเกล้าเจ้าคุณทหารลาดกระบัง,วิศวกรรมอิเล็กทรอนิกส์,วศ.บ. วิศวกรรมอิเล็กทรอนิกส์ (ภาษาไทย ปกติ) วิทยาเขต ลาดกระบัง,วศ.บ. วิศวกรรมอิเล็กทรอนิกส์,B.Eng. Electronics Engineering,ภาษาไทย ปกติ,ลาดกระบัง,25000.0,83.87%,105,25,15,0
267,สถาบันเทคโนโลยีพระจอมเกล้าเจ้าคุณทหารลาดกระบัง,วิศวกรรมอุตสาหการ,วศ.บ. วิศวกรรมอุตสาหการ (ภาษาไทย ปกติ) วิทยาเขต ลาดกระบัง,วศ.บ. วิศวกรรมอุตสาหการ,B.Eng. Industrial Engineering,ภาษาไทย ปกติ,ลาดกระบัง,25000.0,92.31%,105,40,20,0
268,สถาบันเทคโนโลยีพระจอมเกล้าเจ้าคุณทหารลาดกระบัง,วิศวกรรมอุตสาหการ,วศ.บ. วิศวกรรมอุตสาหการและการจัดการโลจิสติกส์ (หลักสูตรนานาชาติ) (นานาชาติ) วิทยาเขต ลาดกระบัง,วศ.บ. วิศวกรรมอุตสาหการและการจัดการโลจิสติกส์ (หลักสูตรนานาชาติ),B.Eng. Industrial Engineering and logistics Management (International Program),นานาชาติ,ลาดกระบัง,90000.0,90.9%,85,10,5,25
269,สถาบันเทคโนโลยีพระจอมเกล้าเจ้าคุณทหารลาดกระบัง,วิศวกรรมอุตสาหการ,วศ.บ. การจัดการวิศวกรรมและการเป็นผู้ประกอบการ (หลักสูตรนานาชาติ) (นานาชาติ) วิทยาเขต ลาดกระบัง,วศ.บ. การจัดการวิศวกรรมและการเป็นผู้ประกอบการ (หลักสูตรนานาชาติ),B.Eng. Engineering Management and Entrepreneurship (International Program),นานาชาติ,ลาดกระบัง,90000.0,0,80,7,0,35
270,มหาวิทยาลัยราชภัฏชัยภูมิ,วิศวกรรมการผลิต,วศ.บ. สาขาวิชาวิศวกรรมการผลิตและระบบอัตโนมัติ สาขาวิชาวิศวกรรมการผลิตและระบบอัตโนมัติ (ภาษาไทย ปกติ),วศ.บ. สาขาวิชาวิศวกรรมการผลิตและระบบอัตโนมัติ,Bachelor of Engineering Program in Production Engineering,ภาษาไทย ปกติ,วิทยาเขตหลัก,0.0,0,20,10,20,26
271,มหาวิทยาลัยราชภัฏชัยภูมิ,วิศวกรรมเครื่องกล,วศ.บ. สาขาวิชาวิศวกรรมเครื่องกล สาขาวิชาวิศวกรรมเครื่องกล (ภาษาไทย ปกติ),วศ.บ. สาขาวิชาวิศวกรรมเครื่องกล,Bachelor of Engineering Program in Mechanical Engineering,ภาษาไทย ปกติ,วิทยาเขตหลัก,0.0,0,20,10,20,15
272,มหาวิทยาลัยราชภัฏชัยภูมิ,วิศวกรรมโลจิสติกส์,วศ.บ. สาขาวิชาวิศวกรรมอุตสาหการและโลจิสติกส์ สาขาวิชาวิศวกรรมอุตสาหการและโลจิสติกส์ (ภาษาไทย ปกติ),วศ.บ. สาขาวิชาวิศวกรรมอุตสาหการและโลจิสติกส์,Bachelor of Engineering Program in Industrial Engineering and Logistics,ภาษาไทย ปกติ,วิทยาเขตหลัก,0.0,0,20,10,10,10
273,มหาวิทยาลัยราชภัฏบ้านสมเด็จเจ้าพระยา,โภชนาการ,หลักสูตรวิทยาศาสตรบัณฑิต สาขาวิชาการประกอบและบริการอาหาร (ภาษาไทย ปกติ),หลักสูตรวิทยาศาสตรบัณฑิต สาขาวิชาการประกอบและบริการอาหาร,Bachelor of Science Program in Cookery and Food Service,ภาษาไทย ปกติ,วิทยาเขตหลัก,17000.0,45.45%,30,30,30,60
274,มหาวิทยาลัยราชภัฏบ้านสมเด็จเจ้าพระยา,โลจิสติกส์,หลักสูตรวิทยาศาสตรบัณฑิต สาขาวิชาเทคโนโลยีโลจิสติกส์ (ภาษาไทย ปกติ),หลักสูตรวิทยาศาสตรบัณฑิต สาขาวิชาเทคโนโลยีโลจิสติกส์,Bachelor of Science Program in Logistics Technology,ภาษาไทย ปกติ,วิทยาเขตหลัก,15000.0,23.52%,40,40,40,80
275,มหาวิทยาลัยราชภัฏบ้านสมเด็จเจ้าพระยา,เทคโนโลยีอุตสาหกรรม,หลักสูตรเทคโนโลยีบัณฑิต สาขาวิชาการจัดการอุตสาหกรรม (ต่อเนื่อง) (ภาษาไทย ปกติ),หลักสูตรเทคโนโลยีบัณฑิต สาขาวิชาการจัดการอุตสาหกรรม (ต่อเนื่อง),Bachelor of Technology Program in Industrial Management (Continuing Program),ภาษาไทย ปกติ,วิทยาเขตหลัก,15000.0,100.0%,30,30,30,60
276,มหาวิทยาลัยราชภัฏบ้านสมเด็จเจ้าพระยา,เทคโนโลยีอุตสาหการ การผลิต,หลักสูตรอุตสาหกรรมศาสตรบัณฑิต สาขาวิชาการจัดการวิศวกรรมการผลิตและโลจิสติกส์ (แขนงวิชาการจัดการผลิตและคุณภาพ) (ภาษาไทย ปกติ),หลักสูตรอุตสาหกรรมศาสตรบัณฑิต สาขาวิชาการจัดการวิศวกรรมการผลิตและโลจิสติกส์ (แขนงวิชาการจัดการผลิตและคุณภาพ),Bachelor of Industrial Technology Program in Production and Logistics Engineering Management (Production and Quality Management),ภาษาไทย ปกติ,วิทยาเขตหลัก,15000.0,43.9%,20,20,15,40
277,มหาวิทยาลัยราชภัฏบ้านสมเด็จเจ้าพระยา,เทคโนโลยีอุตสาหการ การผลิต,หลักสูตรอุตสาหกรรมศาสตรบัณฑิต สาขาวิชาการจัดการวิศวกรรมการผลิตและโลจิสติกส์ (แขนงวิชาการจัดการคลังสินค้า) (ภาษาไทย ปกติ),หลักสูตรอุตสาหกรรมศาสตรบัณฑิต สาขาวิชาการจัดการวิศวกรรมการผลิตและโลจิสติกส์ (แขนงวิชาการจัดการคลังสินค้า),Bachelor of Industrial Technology Program in Production and Logistics Engineering Management (Warehouse Management),ภาษาไทย ปกติ,วิทยาเขตหลัก,15000.0,54.17%,20,20,20,40
278,มหาวิทยาลัยราชภัฏบ้านสมเด็จเจ้าพระยา,เทคโนโลยีอุตสาหการ การผลิต,หลักสูตรอุตสาหกรรมศาสตรบัณฑิต สาขาวิชาการจัดการวิศวกรรมการผลิตและโลจิสติกส์ (แขนงวิชาการจัดการดิจิทัลโลจิสติกส์) (ภาษาไทย ปกติ),หลักสูตรอุตสาหกรรมศาสตรบัณฑิต สาขาวิชาการจัดการวิศวกรรมการผลิตและโลจิสติกส์ (แขนงวิชาการจัดการดิจิทัลโลจิสติกส์),Bachelor of Industrial Technology Program in Production and Logistics Engineering Management (Digital Logistics Management),ภาษาไทย ปกติ,วิทยาเขตหลัก,15000.0,54.17%,20,20,15,40
279,มหาวิทยาลัยราชภัฏบ้านสมเด็จเจ้าพระยา,วิศวกรรมพลังงาน,หลักสูตรวิศวกรรมศาสตรบัณฑิต สาขาวิชาวิศวกรรมพลังงาน (ภาษาไทย ปกติ),หลักสูตรวิศวกรรมศาสตรบัณฑิต สาขาวิชาวิศวกรรมพลังงาน,Bachelor of Engineering Program in Energy Engineering,ภาษาไทย ปกติ,วิทยาเขตหลัก,17000.0,2562.0%,20,20,20,40
280,มหาวิทยาลัยราชภัฏบ้านสมเด็จเจ้าพระยา,วิศวกรรมไฟฟ้า,หลักสูตรวิศวกรรมศาสตรบัณฑิต สาขาวิชาวิศวกรรมไฟฟ้าและระบบควบคุมอัตโนมัติ (ภาษาไทย ปกติ),หลักสูตรวิศวกรรมศาสตรบัณฑิต สาขาวิชาวิศวกรรมไฟฟ้าและระบบควบคุมอัตโนมัติ,Bachelor of Engineering Program in Electrical Engineering and Automation Control Systems,ภาษาไทย ปกติ,วิทยาเขตหลัก,17000.0,2564.0%,30,30,30,60
281,มหาวิทยาลัยราชภัฏบ้านสมเด็จเจ้าพระยา,วิศวกรรมระบบวัดคุม วิศวกรรมอัตโนมัติ,หลักสูตรอุตสาหกรรมศาสตรบัณฑิต สาขาวิชาเทคโนโลยีวิศวกรรมออโตเมชัน (ภาษาไทย ปกติ),หลักสูตรอุตสาหกรรมศาสตรบัณฑิต สาขาวิชาเทคโนโลยีวิศวกรรมออโตเมชัน,Bachelor of Industrial Technology Program in Automation Engineering Technology,ภาษาไทย ปกติ,วิทยาเขตหลัก,15000.0,14.71%,30,30,30,60
282,มหาวิทยาลัยราชภัฏบ้านสมเด็จเจ้าพระยา,วิศวกรรมอุตสาหการ,หลักสูตรวิศวกรรมศาสตรบัณฑิต สาขาวิชาวิศวกรรมอุตสาหการและการจัดการโซ่อุปทาน (ภาษาไทย ปกติ),หลักสูตรวิศวกรรมศาสตรบัณฑิต สาขาวิชาวิศวกรรมอุตสาหการและการจัดการโซ่อุปทาน,Bachelor of Engineering Program in Industrial Engineering and Supply Chain Management,ภาษาไทย ปกติ,วิทยาเขตหลัก,15000.0,64.1%,25,25,25,35
283,มหาวิทยาลัยราชภัฏบ้านสมเด็จเจ้าพระยา,การออกแบบ,หลักสูตรวิทยาศาสตรบัณฑิต สาขาวิชาออกแบบและพัฒนาผลิตภัณฑ์ (ภาษาไทย ปกติ),หลักสูตรวิทยาศาสตรบัณฑิต สาขาวิชาออกแบบและพัฒนาผลิตภัณฑ์,Bachelor of Science Program in Product Design and Development,ภาษาไทย ปกติ,วิทยาเขตหลัก,15000.0,25.0%,10,30,30,46
284,มหาวิทยาลัยปทุมธานี,วิศวกรรมเครื่องกล,วิศวกรรมศาสตรบัณฑิต สาขาวิชาภาษาไทย (ภาษาไทย ปกติ),วิศวกรรมศาสตรบัณฑิต,Bachelor of Engineering,ภาษาไทย ปกติ,วิทยาเขตหลัก,46000.0,0,0,0,10,0
285,มหาวิทยาลัยปทุมธานี,วิศวกรรมไฟฟ้า,วิศวกรรมศาสตรบัณฑิต สาขาวิชาภาษาไทย (ภาษาไทย ปกติ),วิศวกรรมศาสตรบัณฑิต,Bachelor of Engineering,ภาษาไทย ปกติ,วิทยาเขตหลัก,46000.0,0,0,0,10,0
286,มหาวิทยาลัยปทุมธานี,วิศวกรรมโยธา,วิศวกรรมศาสตรบัณฑิต สาขาวิชาภาษาไทย (ภาษาไทย ปกติ),วิศวกรรมศาสตรบัณฑิต,Bachelor of Engineering,ภาษาไทย ปกติ,วิทยาเขตหลัก,46000.0,0,0,0,10,0
287,มหาวิทยาลัยปทุมธานี,วิศวกรรมโยธา,วิศวกรรมศาสตรบัณฑิต สาขาวิชาภาษาไทย (ต่อเนื่อง ปกติ),วิศวกรรมศาสตรบัณฑิต,Bachelor of Engineering,ต่อเนื่อง ปกติ,วิทยาเขตหลัก,47500.0,0,0,0,10,0
288,มหาวิทยาลัยศรีปทุม,วิศวกรรมเครื่องกล,วศ.บ. สาขาวิชาวิศวกรรมเครื่องกล (ภาษาไทย ปกติ),วศ.บ. สาขาวิชาวิศวกรรมเครื่องกล,B.Eng. Mechanical Engineering,ภาษาไทย ปกติ,วิทยาเขตหลัก,0.0,0,10,10,10,10
289,มหาวิทยาลัยศรีปทุม,วิศวกรรมเครื่องกล,วศ.บ. สาขาวิชาวิศวกรรมเครื่องกล(เทคโนโลยีอาคาร) (ภาษาไทย ปกติ),วศ.บ. สาขาวิชาวิศวกรรมเครื่องกล(เทคโนโลยีอาคาร),B.Eng. Mechanical Engineering (Building technology),ภาษาไทย ปกติ,วิทยาเขตหลัก,0.0,0,10,10,10,10
290,มหาวิทยาลัยศรีปทุม,วิศวกรรมเครื่องกล,วศ.บ. สาขาวิชาวิศวกรรมเครื่องกล(เทคโนโลยียานยนต์สมัยใหม่) (ภาษาไทย ปกติ),วศ.บ. สาขาวิชาวิศวกรรมเครื่องกล(เทคโนโลยียานยนต์สมัยใหม่),B.Eng. Mechanical Engineering (Next Generation Automotive Technologies),ภาษาไทย ปกติ,วิทยาเขตหลัก,0.0,0,10,10,10,10
291,มหาวิทยาลัยศรีปทุม,วิศวกรรมไฟฟ้า,วศ.บ. สาขาวิชาวิศวกรรมไฟฟ้า (ภาษาไทย ปกติ),วศ.บ. สาขาวิชาวิศวกรรมไฟฟ้า,B.Eng. Electrical Engineering,ภาษาไทย ปกติ,วิทยาเขตหลัก,0.0,0,25,25,25,25
292,มหาวิทยาลัยศรีปทุม,วิศวกรรมไฟฟ้า,วศ.บ. สาขาวิชาวิศวกรรมไฟฟ้า  (ระบบควบคุมอัตโนมัติและหุ่นยนต์) (ภาษาไทย ปกติ),วศ.บ. สาขาวิชาวิศวกรรมไฟฟ้า (ระบบควบคุมอัตโนมัติและหุ่นยนต์),B.Eng. Electrical Engineering (Automated control systems and robots),ภาษาไทย ปกติ,วิทยาเขตหลัก,0.0,0,25,25,25,25
293,มหาวิทยาลัยศรีปทุม,วิศวกรรมโยธา,วศ.บ. สาขาวิชาวิศวกรรมโยธา (ภาษาไทย ปกติ),วศ.บ. สาขาวิชาวิศวกรรมโยธา,B.Eng. Civil Engineering,ภาษาไทย ปกติ,วิทยาเขตหลัก,0.0,0,25,25,25,25
294,มหาวิทยาลัยศรีปทุม,วิศวกรรมโยธา,วศ.บ. สาขาวิชาวิศวกรรมโยธา(การจัดการงานก่อสร้าง) (ภาษาไทย ปกติ),วศ.บ. สาขาวิชาวิศวกรรมโยธา(การจัดการงานก่อสร้าง),B.Eng. Civil Engineering (Construction Management),ภาษาไทย ปกติ,วิทยาเขตหลัก,0.0,0,25,25,25,25
