Unnamed: 0,university,major,course,ชื่อหลักสูตร,ชื่อหลักสูตรภาษาอังกฤษ,ประเภทหลักสูตร,วิทยาเขต,ค่าใช้จ่าย,อัตราการสำเร็จการศึกษา,รอบ 1 Portfolio,รอบ 2 Quota,รอบ 3 Admission,รอบ 4 Direct Admission
0,จุฬาลงกรณ์มหาวิทยาลัย,วิศวกรรมทั่วไป,หลักสูตรวิศวกรรมศาสตรบัณฑิต สาขาวิชาวิศวกรรมศาสตร์ (ภาษาไทย ปกติ),หลักสูตรวิศวกรรมศาสตรบัณฑิต สาขาวิชาวิศวกรรมศาสตร์,Bachelor of Engineering Program,ภาษาไทย ปกติ,วิทยาเขตหลัก,25500.0,86.8%,322,38,380,0
1,จุฬาลงกรณ์มหาวิทยาลัย,วิศวกรรมคอมพิวเตอร์,หลักสูตรวิศวกรรมศาสตรบัณฑิต สาขาวิชาวิศวกรรมคอมพิวเตอร์ (ภาษาไทย ปกติ),หลักสูตรวิศวกรรมศาสตรบัณฑิต สาขาวิชาวิศวกรรมคอมพิวเตอร์,Bachelor of Engineering Program in Computer Engineering,ภาษาไทย ปกติ,วิทยาเขตหลัก,25500.0,86.8%,50,0,65,0
2,จุฬาลงกรณ์มหาวิทยาลัย,วิศวกรรมคอมพิวเตอร์,หลักสูตรวิศวกรรมศาสตรบัณฑิต สาขาวิชาวิศวกรรมคอมพิวเตอร์และเทคโนโลยีดิจิทัล (ภาษาไทย ปกติ),หลักสูตรวิศวกรรมศาสตรบัณฑิต สาขาวิชาวิศวกรรมคอมพิวเตอร์และเทคโนโลยีดิจิทัล,Bachelor of Engineering Program in Computer Engineering and Digital Technology,ภาษาไทย ปกติ,วิทยาเขตหลัก,25500.0,86.8%,190,10,140,0
3,จุฬาลงกรณ์มหาวิทยาลัย,วิศวกรรมเคมี,หลักสูตรวิศวกรรมศาสตรบัณฑิต สาขาวิชาวิศวกรรมเคมีและกระบวนการ (หลักสูตรนานาชาติ) (นานาชาติ),หลักสูตรวิศวกรรมศาสตรบัณฑิต สาขาวิชาวิศวกรรมเคมีและกระบวนการ (หลักสูตรนานาชาติ),Bachelor of Engineering Program in Chemical and Process Engineering (International Program),นานาชาติ,วิทยาเขตหลัก,0.0,0,40,10,0,0
4,จุฬาลงกรณ์มหาวิทยาลัย,วิศวกรรมนิวเคลียร์,หลักสูตรวิศวกรรมศาสตรบัณฑิต สาขาวิชาวิศวกรรมนิวเคลียร์และรังสี (ภาษาไทย ปกติ),หลักสูตรวิศวกรรมศาสตรบัณฑิต สาขาวิชาวิศวกรรมนิวเคลียร์และรังสี,Bachelor of Engineering Program in Nuclear and Radiological Engineering,ภาษาไทย ปกติ,วิทยาเขตหลัก,25500.0,86.8%,10,0,25,0
5,จุฬาลงกรณ์มหาวิทยาลัย,วิศวกรรมไฟฟ้า,หลักสูตรวิศวกรรมศาสตรบัณฑิต สาขาวิชาวิศวกรรมไฟฟ้า (ภาษาไทย ปกติ),หลักสูตรวิศวกรรมศาสตรบัณฑิต สาขาวิชาวิศวกรรมไฟฟ้า,Bachelor of Engineering Program in Electrical Engineering,ภาษาไทย ปกติ,วิทยาเขตหลัก,25500.0,86.8%,10,0,0,0
6,จุฬาลงกรณ์มหาวิทยาลัย,วิศวกรรมไฟฟ้าสื่อสาร วิศวกรรมโทรคมนาคม,หลักสูตรวิศวกรรมศาสตรบัณฑิต สาขาวิชาวิศวกรรมสารสนเทศและการสื่อสาร (หลักสูตรนานาชาติ) (นานาชาติ),หลักสูตรวิศวกรรมศาสตรบัณฑิต สาขาวิชาวิศวกรรมสารสนเทศและการสื่อสาร (หลักสูตรนานาชาติ),Bachelor of Engineering Program in Information and Communication Engineering (International Program),นานาชาติ,วิทยาเขตหลัก,0.0,86.8%,87,21,0,0
7,จุฬาลงกรณ์มหาวิทยาลัย,วิศวกรรมยานยนต์,หลักสูตรวิศวกรรมศาสตรบัณฑิต สาขาวิชาวิศวกรรมการออกแบบและการผลิตยานยนต์ (หลักสูตรนานาชาติ) (นานาชาติ),หลักสูตรวิศวกรรมศาสตรบัณฑิต สาขาวิชาวิศวกรรมการออกแบบและการผลิตยานยนต์ (หลักสูตรนานาชาติ),Bachelor of Engineering Program in Automotive Design and Manufacturing Engineering (International Program),นานาชาติ,วิทยาเขตหลัก,0.0,86.8%,45,18,0,0
8,จุฬาลงกรณ์มหาวิทยาลัย,วิศวกรรมโยธา,หลักสูตรวิศวกรรมศาสตรบัณฑิต สาขาวิชาวิศวกรรมโยธา (ภาษาไทย ปกติ),หลักสูตรวิศวกรรมศาสตรบัณฑิต สาขาวิชาวิศวกรรมโยธา,Bachelor of Engineering Program in Civil Engineering,ภาษาไทย ปกติ,วิทยาเขตหลัก,25500.0,86.8%,0,0,10,0
9,จุฬาลงกรณ์มหาวิทยาลัย,วิศวกรรมวัสดุ,หลักสูตรวิศวกรรมศาสตรบัณฑิต สาขาวิชาวิศวกรรมโลหการและวัสดุ (ภาษาไทย ปกติ),หลักสูตรวิศวกรรมศาสตรบัณฑิต สาขาวิชาวิศวกรรมโลหการและวัสดุ,Bachelor of Engineering Program in Metallurgical and Materials Engineering,ภาษาไทย ปกติ,วิทยาเขตหลัก,25500.0,86.8%,0,0,35,0
10,จุฬาลงกรณ์มหาวิทยาลัย,วิศวกรรมวัสดุ,หลักสูตรวิศวกรรมศาสตรบัณฑิต สาขาวิชาวิศวกรรมนาโน (หลักสูตรนานาชาติ) (นานาชาติ),หลักสูตรวิศวกรรมศาสตรบัณฑิต สาขาวิชาวิศวกรรมนาโน (หลักสูตรนานาชาติ),Bachelor of Engineering Program in Nano-Engineering (International Program),นานาชาติ,วิทยาเขตหลัก,0.0,86.8%,35,20,0,0
11,จุฬาลงกรณ์มหาวิทยาลัย,วิศวกรรมสำรวจ,หลักสูตรวิศวกรรมศาสตรบัณฑิต สาขาวิชาวิศวกรรมสำรวจ (ภาษาไทย ปกติ),หลักสูตรวิศวกรรมศาสตรบัณฑิต สาขาวิชาวิศวกรรมสำรวจ,Bachelor of Engineering Program in Survey Engineering,ภาษาไทย ปกติ,วิทยาเขตหลัก,25500.0,86.8%,10,0,40,0
12,จุฬาลงกรณ์มหาวิทยาลัย,วิศวกรรมสิ่งแวดล้อม,หลักสูตรวิศวกรรมศาสตรบัณฑิต สาขาวิชาวิศวกรรมสิ่งแวดล้อม (ภาษาไทย ปกติ),หลักสูตรวิศวกรรมศาสตรบัณฑิต สาขาวิชาวิศวกรรมสิ่งแวดล้อม,Bachelor of Engineering Program in Environmental Engineering,ภาษาไทย ปกติ,วิทยาเขตหลัก,25500.0,86.8%,10,0,25,0
13,จุฬาลงกรณ์มหาวิทยาลัย,วิศวกรรมหุ่นยนต์,หลักสูตรวิศวกรรมศาสตรบัณฑิต สาขาวิชาวิศวกรรมหุ่นยนต์และปัญญาประดิษฐ์ (หลักสูตรนานาชาติ) (นานาชาติ),หลักสูตรวิศวกรรมศาสตรบัณฑิต สาขาวิชาวิศวกรรมหุ่นยนต์และปัญญาประดิษฐ์ (หลักสูตรนานาชาติ),Bachelor of Engineering Program in Robotics and Artificial Intelligence Engineering (International Program),นานาชาติ,วิทยาเขตหลัก,0.0,86.8%,45,11,0,0
14,จุฬาลงกรณ์มหาวิทยาลัย,วิศวกรรมเหมืองแร่,หลักสูตรวิศวกรรมศาสตรบัณฑิต สาขาวิชาวิศวกรรมทรัพยากรธรณี (ภาษาไทย ปกติ),หลักสูตรวิศวกรรมศาสตรบัณฑิต สาขาวิชาวิศวกรรมทรัพยากรธรณี,Bachelor of Engineering Program in Georesources Engineering,ภาษาไทย ปกติ,วิทยาเขตหลัก,25500.0,86.8%,10,0,25,0
15,จุฬาลงกรณ์มหาวิทยาลัย,วิศวกรรมอากาศยาน,หลักสูตรวิศวกรรมศาสตรบัณฑิต สาขาวิชาวิศวกรรมอากาศยาน (หลักสูตรนานาชาติ) (นานาชาติ),หลักสูตรวิศวกรรมศาสตรบัณฑิต สาขาวิชาวิศวกรรมอากาศยาน (หลักสูตรนานาชาติ),Bachelor of Engineering Program in Aerospace Engineering (International Program),นานาชาติ,วิทยาเขตหลัก,0.0,86.8%,33,15,0,0
16,จุฬาลงกรณ์มหาวิทยาลัย,วิศวกรรมอุตสาหการ,หลักสูตรวิศวกรรมศาสตรบัณฑิต สาขาวิชาวิศวกรรมอุตสาหการ (ภาษาไทย ปกติ),หลักสูตรวิศวกรรมศาสตรบัณฑิต สาขาวิชาวิศวกรรมอุตสาหการ,Bachelor of Engineering Program in Industrial Engineering,ภาษาไทย ปกติ,วิทยาเขตหลัก,25500.0,86.8%,0,0,5,0
17,มหาวิทยาลัยเกษตรศาสตร์,วิศวกรรมคอมพิวเตอร์,วศ.บ. สาขาวิชาวิศวกรรมคอมพิวเตอร์ (ภาษาไทย ปกติ) วิทยาเขต บางเขน,วศ.บ. สาขาวิชาวิศวกรรมคอมพิวเตอร์,B.Eng. (Computer Engineering),ภาษาไทย ปกติ,บางเขน,0.0,0,31,0,40,0
18,มหาวิทยาลัยเกษตรศาสตร์,วิศวกรรมเคมี,วศ.บ. สาขาวิชาวิศวกรรมเคมี (ภาษาไทย ปกติ) วิทยาเขต บางเขน,วศ.บ. สาขาวิชาวิศวกรรมเคมี,B.Eng. (Chemical Engineering),ภาษาไทย ปกติ,บางเขน,0.0,0,42,0,15,0
19,มหาวิทยาลัยเกษตรศาสตร์,วิศวกรรมเคมี,วศ.บ. สาขาวิชาวิศวกรรมเคมี (ภาษาไทย พิเศษ) วิทยาเขต บางเขน,วศ.บ. สาขาวิชาวิศวกรรมเคมี,B.Eng. (Chemical Engineering),ภาษาไทย พิเศษ,บางเขน,0.0,0,20,27,39,0
20,มหาวิทยาลัยเกษตรศาสตร์,วิศวกรรมเครื่องกล,วศ.บ. สาขาวิชาวิศวกรรมเครื่องกล (ภาษาไทย ปกติ) วิทยาเขต บางเขน,วศ.บ. สาขาวิชาวิศวกรรมเครื่องกล,B.Eng. (Mechanical Engineering),ภาษาไทย ปกติ,บางเขน,0.0,0,30,32,21,0
21,มหาวิทยาลัยเกษตรศาสตร์,วิศวกรรมเครื่องกล,วศ.บ. สาขาวิชาวิศวกรรมเครื่องกล (ภาษาไทย พิเศษ) วิทยาเขต บางเขน,วศ.บ. สาขาวิชาวิศวกรรมเครื่องกล,B.Eng. (Mechanical Engineering),ภาษาไทย พิเศษ,บางเขน,0.0,0,10,26,35,0
22,มหาวิทยาลัยเกษตรศาสตร์,วิศวกรรมเครื่องกล,วศ.บ. สาขาวิชาวิศวกรรมเครื่องกล (นานาชาติ) วิทยาเขต บางเขน,วศ.บ. สาขาวิชาวิศวกรรมเครื่องกล,B.Eng. (Mechanical Engineering) (International Program),นานาชาติ,บางเขน,0.0,0,35,20,30,10
23,มหาวิทยาลัยเกษตรศาสตร์,วิศวกรรมซอฟต์แวร์,วศ.บ. สาขาวิชาวิศวกรรมซอฟต์แวร์และความรู้ (นานาชาติ) วิทยาเขต บางเขน,วศ.บ. สาขาวิชาวิศวกรรมซอฟต์แวร์และความรู้,B.Eng. (Software and Knowledge Engineering) (International Program),นานาชาติ,บางเขน,0.0,0,40,16,29,0
24,มหาวิทยาลัยเกษตรศาสตร์,วิศวกรรมไฟฟ้า,วศ.บ. สาขาวิชาวิศวกรรมไฟฟ้า (ภาษาไทย ปกติ) วิทยาเขต บางเขน,วศ.บ. สาขาวิชาวิศวกรรมไฟฟ้า,B.Eng. (Electrical Engineering),ภาษาไทย ปกติ,บางเขน,0.0,0,36,0,20,0
25,มหาวิทยาลัยเกษตรศาสตร์,วิศวกรรมไฟฟ้า,วศ.บ. สาขาวิชาวิศวกรรมไฟฟ้า (ภาษาไทย พิเศษ) วิทยาเขต บางเขน,วศ.บ. สาขาวิชาวิศวกรรมไฟฟ้า,B.Eng. (Electrical Engineering),ภาษาไทย พิเศษ,บางเขน,0.0,0,15,20,38,0
26,มหาวิทยาลัยเกษตรศาสตร์,วิศวกรรมไฟฟ้า,วศ.บ. สาขาวิชาวิศวกรรมไฟฟ้า (ภาษาต่างประเทศ) วิทยาเขต บางเขน,วศ.บ. สาขาวิชาวิศวกรรมไฟฟ้า,B.Eng. (Electrical Engineering),ภาษาต่างประเทศ,บางเขน,0.0,0,30,17,30,10
27,มหาวิทยาลัยเกษตรศาสตร์,วิศวกรรมเมคคาทรอนิกส์,วศ.บ. สาขาวิชาวิศวกรรมไฟฟ้าเครื่องกลการผลิต (ภาษาไทย ปกติ) วิทยาเขต บางเขน,วศ.บ. สาขาวิชาวิศวกรรมไฟฟ้าเครื่องกลการผลิต,B.Eng. (Electrical-Mechanical Manufacturing Engineering),ภาษาไทย ปกติ,บางเขน,0.0,0,14,0,12,0
28,มหาวิทยาลัยเกษตรศาสตร์,วิศวกรรมเมคคาทรอนิกส์,วศ.บ. สาขาวิชาวิศวกรรมไฟฟ้าเครื่องกลการผลิต (ภาษาไทย พิเศษ) วิทยาเขต บางเขน,วศ.บ. สาขาวิชาวิศวกรรมไฟฟ้าเครื่องกลการผลิต,B.Eng. (Electrical-Mechanical Manufacturing Engineering),ภาษาไทย พิเศษ,บางเขน,0.0,0,8,15,23,0
29,มหาวิทยาลัยเกษตรศาสตร์,วิศวกรรมเมคคาทรอนิกส์,วศ.บ. สาขาวิชาวิศวกรรมการผลิตดิจิทัลและการบูรณาการหุ่นยนต์ (นานาชาติ) วิทยาเขต บางเขน,วศ.บ. สาขาวิชาวิศวกรรมการผลิตดิจิทัลและการบูรณาการหุ่นยนต์,B.Eng. (Digital Manufacturing and Robotics Integration Engineering),นานาชาติ,บางเขน,0.0,0,20,7,30,10
30,มหาวิทยาลัยเกษตรศาสตร์,วิศวกรรมโยธา,วศ.บ. สาขาวิชาวิศวกรรมโยธา (ภาษาไทย ปกติ) วิทยาเขต บางเขน,วศ.บ. สาขาวิชาวิศวกรรมโยธา,B.Eng. (Civil Engineering),ภาษาไทย ปกติ,บางเขน,0.0,0,35,0,35,0
31,มหาวิทยาลัยเกษตรศาสตร์,วิศวกรรมโยธา,วศ.บ. สาขาวิชาวิศวกรรมโยธา-ทรัพยากรน้ำ (ภาษาไทย ปกติ) วิทยาเขต บางเขน,วศ.บ. สาขาวิชาวิศวกรรมโยธา-ทรัพยากรน้ำ,B.Eng. (Civil-Water Resources Engineering),ภาษาไทย ปกติ,บางเขน,0.0,0,15,0,45,0
32,มหาวิทยาลัยเกษตรศาสตร์,วิศวกรรมวัสดุ,วศ.บ. สาขาวิชาวิศวกรรมวัสดุ (ภาษาไทย ปกติ) วิทยาเขต บางเขน,วศ.บ. สาขาวิชาวิศวกรรมวัสดุ,B.Eng. (Materials Engineering),ภาษาไทย ปกติ,บางเขน,0.0,0,23,0,10,0
33,มหาวิทยาลัยเกษตรศาสตร์,วิศวกรรมวัสดุ,วศ.บ. สาขาวิชาวิศวกรรมวัสดุ (ภาษาไทย พิเศษ) วิทยาเขต บางเขน,วศ.บ. สาขาวิชาวิศวกรรมวัสดุ,B.Eng. (Materials Engineering),ภาษาไทย พิเศษ,บางเขน,0.0,0,15,27,30,10
34,มหาวิทยาลัยเกษตรศาสตร์,วิศวกรรมสำรวจ,วศ.บ. สาขาวิชาวิศวกรรมสำรวจและสารสนเทศภูมิศาสตร์ (ภาษาไทย พิเศษ) วิทยาเขต บางเขน,วศ.บ. สาขาวิชาวิศวกรรมสำรวจและสารสนเทศภูมิศาสตร์,B.Eng. (Survey Engineering and Geographic Information),ภาษาไทย พิเศษ,บางเขน,0.0,0,10,7,45,0
35,มหาวิทยาลัยเกษตรศาสตร์,วิศวกรรมสิ่งแวดล้อม,วศ.บ. สาขาวิชาวิศวกรรมสิ่งแวดล้อม (ภาษาไทย ปกติ) วิทยาเขต บางเขน,วศ.บ. สาขาวิชาวิศวกรรมสิ่งแวดล้อม,B.Eng. (Environmental Engineering),ภาษาไทย ปกติ,บางเขน,0.0,0,6,0,45,0
36,มหาวิทยาลัยเกษตรศาสตร์,วิศวกรรมอากาศยาน,วศ.บ. สาขาวิชาวิศวกรรมการบินและอวกาศ (ภาษาไทย ปกติ) วิทยาเขต บางเขน,วศ.บ. สาขาวิชาวิศวกรรมการบินและอวกาศ,B.Eng. (Aerospace Engineering),ภาษาไทย ปกติ,บางเขน,0.0,0,11,0,25,0
37,มหาวิทยาลัยเกษตรศาสตร์,วิศวกรรมอากาศยาน,วศ.บ. สาขาวิชาวิศวกรรมการบินและอวกาศ (Double Degree - นานาชาติ พิเศษ) วิทยาเขต บางเขน,วศ.บ. สาขาวิชาวิศวกรรมการบินและอวกาศ,B.Eng. (Aerospace Engineering) (International Program),Double Degree - นานาชาติ พิเศษ,บางเขน,0.0,0,22,36,25,5
38,มหาวิทยาลัยเกษตรศาสตร์,วิศวกรรมอุตสาหการ,วศ.บ. สาขาวิชาวิศวกรรมอุตสาหการ (ภาษาไทย ปกติ) วิทยาเขต บางเขน,วศ.บ. สาขาวิชาวิศวกรรมอุตสาหการ,B.Eng. (Industrial Engineering),ภาษาไทย ปกติ,บางเขน,0.0,0,20,0,30,0
39,มหาวิทยาลัยเกษตรศาสตร์,วิศวกรรมอุตสาหการ,วศ.บ. สาขาวิชาวิศวกรรมอุตสาหการ (ภาษาไทย พิเศษ) วิทยาเขต บางเขน,วศ.บ. สาขาวิชาวิศวกรรมอุตสาหการ,B.Eng. (Industrial Engineering),ภาษาไทย พิเศษ,บางเขน,0.0,0,10,15,40,0
40,มหาวิทยาลัยเกษตรศาสตร์,วิศวกรรมอุตสาหการ,วศ.บ. สาขาวิชาวิศวกรรมอุตสาหการ (ภาษาต่างประเทศ) วิทยาเขต บางเขน,วศ.บ. สาขาวิชาวิศวกรรมอุตสาหการ,B.Eng. (Industrial Engineering),ภาษาต่างประเทศ,บางเขน,0.0,0,20,15,20,5
41,มหาวิทยาลัยเกษตรศาสตร์,การบิน,วท.บ. สาขาวิชาการจัดการเทคโนโลยีการบิน (ภาษาไทย พิเศษ) วิทยาเขต บางเขน,วท.บ. สาขาวิชาการจัดการเทคโนโลยีการบิน,B.S. (Aviation Technology Management),ภาษาไทย พิเศษ,บางเขน,0.0,0,25,8,28,0
42,มหาวิทยาลัยกาฬสินธุ์,วิศวกรรมเกษตร,อส.บ.วิศวกรรมเครื่องจักรกลเกษตร (ภาษาไทย ปกติ) วิทยาเขต วิทยาเขตหลัก,อส.บ.วิศวกรรมเครื่องจักรกลเกษตร,B.Ind.Tech(AgriculturalMachineryEngineering),ภาษาไทย ปกติ,วิทยาเขตหลัก,8650.0,0,10,10,20,28
43,มหาวิทยาลัยกาฬสินธุ์,วิศวกรรมคอมพิวเตอร์,วศ.บ.วิศวกรรมคอมพิวเตอร์ (ภาษาไทย ปกติ) วิทยาเขต วิทยาเขตหลัก,วศ.บ.วิศวกรรมคอมพิวเตอร์,B.Eng.(Computer Engineering),ภาษาไทย ปกติ,วิทยาเขตหลัก,10150.0,0,10,10,15,10
44,มหาวิทยาลัยกาฬสินธุ์,วิศวกรรมเครื่องกล,วศ.บ.วิศวกรรมเครื่องกล (ภาษาไทย ปกติ) วิทยาเขต วิทยาเขตหลัก,วศ.บ.วิศวกรรมเครื่องกล,B.Eng.(MechanicalEngineering),ภาษาไทย ปกติ,วิทยาเขตหลัก,10150.0,0,10,10,15,10
45,มหาวิทยาลัยกาฬสินธุ์,วิศวกรรมเมคคาทรอนิกส์,วศ.บ.วิศวกรรมเมคคาทรอนิกส์ (ภาษาไทย ปกติ) วิทยาเขต วิทยาเขตหลัก,วศ.บ.วิศวกรรมเมคคาทรอนิกส์,B.Eng.(MechatronicsEngineering),ภาษาไทย ปกติ,วิทยาเขตหลัก,10150.0,0,10,10,25,28
46,มหาวิทยาลัยกาฬสินธุ์,วิศวกรรมโลจิสติกส์,วศ.บ.วิศวกรรมโลจิสติกส์ (ภาษาไทย ปกติ) วิทยาเขต วิทยาเขตหลัก,วศ.บ.วิศวกรรมโลจิสติกส์,B.Eng.(LogisticsEngineering),ภาษาไทย ปกติ,วิทยาเขตหลัก,10150.0,0,10,10,10,14
47,มหาวิทยาลัยกาฬสินธุ์,วิศวกรรมอุตสาหการ,วศ.บ.วิศวกรรมอุตสาหการ (ภาษาไทย ปกติ) วิทยาเขต วิทยาเขตหลัก,วศ.บ.วิศวกรรมอุตสาหการ,B.Eng. (Industrial Engineering),ภาษาไทย ปกติ,วิทยาเขตหลัก,10150.0,0,10,10,20,19
48,มหาวิทยาลัยกาฬสินธุ์,การออกแบบอุตสาหกรรม,สถ.บ.นวัตกรรมการออกแบบ (ภาษาไทย ปกติ) วิทยาเขต วิทยาเขตหลัก,สถ.บ.นวัตกรรมการออกแบบ,B.Arch. (Design Innovation),ภาษาไทย ปกติ,วิทยาเขตหลัก,10800.0,0,10,10,15,14
49,มหาวิทยาลัยขอนแก่น,วิศวกรรมเกษตร,วิศวกรรมศาสตรบัณฑิต (วิศวกรรมเกษตร) วิศวกรรมเกษตร (ภาษาไทย ปกติ) วิทยาเขต ขอนแก่น,วิศวกรรมศาสตรบัณฑิต (วิศวกรรมเกษตร) วิศวกรรมเกษตร,Bachelor of Engineering (Agricultural Engineering),ภาษาไทย ปกติ,ขอนแก่น,0.0,0,26,29,7,4
50,มหาวิทยาลัยขอนแก่น,วิศวกรรมคอมพิวเตอร์,วิศวกรรมศาสตรบัณฑิต (วิศวกรรมคอมพิวเตอร์) วิศวกรรมคอมพิวเตอร์ (ภาษาไทย ปกติ) วิทยาเขต ขอนแก่น,วิศวกรรมศาสตรบัณฑิต (วิศวกรรมคอมพิวเตอร์) วิศวกรรมคอมพิวเตอร์,Bachelor of Engineering (Computer Engineering),ภาษาไทย ปกติ,ขอนแก่น,0.0,0,50,53,30,0
51,มหาวิทยาลัยขอนแก่น,วิศวกรรมเคมี,วิศวกรรมศาสตรบัณฑิต (วิศวกรรมกระบวนการเคมี) วิศวกรรมกระบวนการเคมี หลักสูตรนานาชาติ (นานาชาติ) วิทยาเขต ขอนแก่น,วิศวกรรมศาสตรบัณฑิต (วิศวกรรมกระบวนการเคมี) วิศวกรรมกระบวนการเคมี หลักสูตรนานาชาติ,Bachelor of Engineering (Chemical Process Engineering),นานาชาติ,ขอนแก่น,0.0,0,20,35,25,20
52,มหาวิทยาลัยขอนแก่น,วิศวกรรมเคมี,วิศวกรรมศาสตรบัณฑิต (วิศวกรรมเคมี) วิศวกรรมเคมี (ภาษาไทย ปกติ) วิทยาเขต ขอนแก่น,วิศวกรรมศาสตรบัณฑิต (วิศวกรรมเคมี) วิศวกรรมเคมี,Bachelor of Engineering (Chemical Engineering),ภาษาไทย ปกติ,ขอนแก่น,0.0,0,16,50,26,14
53,มหาวิทยาลัยขอนแก่น,วิศวกรรมเครื่องกล,วิศวกรรมศาสตรบัณฑิต (วิศวกรรมเครื่องกล) วิศวกรรมเครื่องกล (ภาษาไทย ปกติ) วิทยาเขต ขอนแก่น,วิศวกรรมศาสตรบัณฑิต (วิศวกรรมเครื่องกล) วิศวกรรมเครื่องกล,Bachelor of Engineering (Mechanical Engineering),ภาษาไทย ปกติ,ขอนแก่น,0.0,0,30,70,27,4
54,มหาวิทยาลัยขอนแก่น,วิศวกรรมซอฟต์แวร์,วิศวกรรมศาสตรบัณฑิต (วิศวกรรมสื่อดิจิทัล) หลักสูตรนานาชาติ วิศวกรรมสื่อดิจิทัล หลักสูตรนานาชาติ (นานาชาติ) วิทยาเขต ขอนแก่น,วิศวกรรมศาสตรบัณฑิต (วิศวกรรมสื่อดิจิทัล) หลักสูตรนานาชาติ วิศวกรรมสื่อดิจิทัล หลักสูตรนานาชาติ,Bachelor of Engineering (Digital Media Engineering) International Program,นานาชาติ,ขอนแก่น,0.0,0,25,30,17,5
55,มหาวิทยาลัยขอนแก่น,วิศวกรรมไฟฟ้า,วิศวกรรมศาสตรบัณฑิต (วิศวกรรมไฟฟ้า) วิศวกรรมไฟฟ้า (ภาษาไทย ปกติ) วิทยาเขต ขอนแก่น,วิศวกรรมศาสตรบัณฑิต (วิศวกรรมไฟฟ้า) วิศวกรรมไฟฟ้า,Bachelor of Engineering (Electrical Engineering),ภาษาไทย ปกติ,ขอนแก่น,0.0,0,12,23,21,0
56,มหาวิทยาลัยขอนแก่น,วิศวกรรมไฟฟ้าสื่อสาร วิศวกรรมโทรคมนาคม,วิศวกรรมศาสตรบัณฑิต (วิศวกรรมโทรคมนาคม) หลักสูตรนานาชาติ วิศวกรรมโทรคมนาคม หลักสูตรนานาชาติ (นานาชาติ) วิทยาเขต ขอนแก่น,วิศวกรรมศาสตรบัณฑิต (วิศวกรรมโทรคมนาคม) หลักสูตรนานาชาติ วิศวกรรมโทรคมนาคม หลักสูตรนานาชาติ,Bachelor of Engineering (Telecommunications Engineering) International Program,นานาชาติ,ขอนแก่น,0.0,0,28,32,19,17
57,มหาวิทยาลัยขอนแก่น,วิศวกรรมโยธา,วิศวกรรมศาสตรบัณฑิต (วิศวกรรมโยธา) วิศวกรรมโยธา (ภาษาไทย ปกติ) วิทยาเขต ขอนแก่น,วิศวกรรมศาสตรบัณฑิต (วิศวกรรมโยธา) วิศวกรรมโยธา,Bachelor of Engineering (Civil Engineering),ภาษาไทย ปกติ,ขอนแก่น,0.0,0,24,64,27,0
58,มหาวิทยาลัยขอนแก่น,วิศวกรรมระบบวัดคุม วิศวกรรมอัตโนมัติ,วิศวกรรมศาสตรบัณฑิต (วิศวกรรมระบบอัตโนมัติ หุ่นยนต์ และปัญญาประดิษฐ์) วิศวกรรมระบบอัตโนมัติ หุ่นยนต์ และปัญญาประดิษฐ์ (ภาษาไทย ปกติ) วิทยาเขต ขอนแก่น,วิศวกรรมศาสตรบัณฑิต (วิศวกรรมระบบอัตโนมัติ หุ่นยนต์ และปัญญาประดิษฐ์) วิศวกรรมระบบอัตโนมัติ หุ่นยนต์ และปัญญาประดิษฐ์,Bachelor of Engineering (Automation Robotics and Intelligent System Engineering),ภาษาไทย ปกติ,ขอนแก่น,0.0,0,35,44,26,16
59,มหาวิทยาลัยขอนแก่น,วิศวกรรมโลจิสติกส์,วิศวกรรมศาสตรบัณฑิต (วิศวกรรมโลจิสติกส์) หลักสูตรนานาชาติ วิศวกรรมโลจิสติกส์ หลักสูตรนานาชาติ (นานาชาติ) วิทยาเขต ขอนแก่น,วิศวกรรมศาสตรบัณฑิต (วิศวกรรมโลจิสติกส์) หลักสูตรนานาชาติ วิศวกรรมโลจิสติกส์ หลักสูตรนานาชาติ,Bachelor of Engineering (Logistics Engineering) International Program,นานาชาติ,ขอนแก่น,0.0,0,28,31,31,10
60,มหาวิทยาลัยขอนแก่น,วิศวกรรมสิ่งแวดล้อม,วิศวกรรมศาสตรบัณฑิต (วิศวกรรมสิ่งแวดล้อม) วิศวกรรมสิ่งแวดล้อม (ภาษาไทย ปกติ) วิทยาเขต ขอนแก่น,วิศวกรรมศาสตรบัณฑิต (วิศวกรรมสิ่งแวดล้อม) วิศวกรรมสิ่งแวดล้อม,Bachelor of Engineering (Environmental Engineering),ภาษาไทย ปกติ,ขอนแก่น,0.0,0,22,30,17,0
61,มหาวิทยาลัยขอนแก่น,วิศวกรรมอิเล็กทรอนิกส์,วิศวกรรมศาสตรบัณฑิต (วิศวกรรมระบบอิเล็กทรอนิกส์) วิศวกรรมระบบอิเล็กทรอนิกส์ (ภาษาไทย ปกติ) วิทยาเขต ขอนแก่น,วิศวกรรมศาสตรบัณฑิต (วิศวกรรมระบบอิเล็กทรอนิกส์) วิศวกรรมระบบอิเล็กทรอนิกส์,Bachelor of Engineering (Electronic Systems Engineering),ภาษาไทย ปกติ,ขอนแก่น,0.0,0,8,25,15,0
